10 PAEZINHOS#SÃO PAULO#BRASIL
EDITORA UDP#SÃO PAULO#BRASIL
EDUCAÇÃO & CIA #SÃO PAULO#BRASIL
EDUCAR#SÃO PAULO#BRASIL
EDUCARTE#PARANÁ#BRASIL
EITORA NOVA FRONTEIRA#RIO DE JANEIRO#BRASIL
ELEMENTAR#SÃO PAULO#BRASIL
ENCYCLOPAEDIA BRITANNICA#SÃO PAULO#BRASIL
EPTV#SÃO PAULO#BRASIL
ESCALA EDUCACIONAL#SÃO PAULO#BRASIL
ESCALA INTEGRADA#SÃO PAULO#BRASIL
ESCOLAR#SÃO PAULO#BRASIL
ESCRITURAS#SÃO PAULO#BRASIL
ESTADÃO#SÃO PAULO#BRASIL
ESTÚDIO PEDRA#SÃO PAULO#BRASIL
EVOLUIR#SÃO PAULO#BRASIL
EXPO 98 LISBOA#LISBOA#PORTUGAL
EXPRESSÃO E CULTURA#SÃO PAULO#BRASIL
FAPI#MINAS GERAIS#BRASIL
FAROL#SÃO PAULO#BRASIL
FDT#SÃO PAULO#BRASIL
FEB#RIO DE JANEIRO#BRASIL
FENAME#RIO DE JANEIRO#BRASIL
FOCA#SÃO PAULO#BRASIL
FOLHA DE SÃO PAULO#SÃO PAULO#BRASIL
FORENSE UNIVERSITÁRIA#RIO DE JANEIRO#BRASIL
FORMAR#SÃO PAULO#BRASIL
FORMATO#MINAS GERAIS#BRASIL
FRASE E EFEITO#SÃO PAULO#BRASIL
FRENTE#RIO DE JANEIRO#BRASIL
FTD#SÃO PAULO#BRASIL
FUNDAÇÃO ANFIP#DISTRITO FEDERAL#BRASIL
FUNDAÇÃO CULTURAL DO ACRE#ACRE#BRASIL
FUNDAÇÃO DORINA NOWILL#SÃO PAULO#BRASIL
FUNDAÇÃO EDUCAR#SÃO PAULO#BRASIL
FUNDAÇÃO ITAÚ SOCIAL#SÃO PAULO#BRASIL
FUNDAÇÃO VICTOR CIVITA#SÃO PAULO#BRASIL
FUNDAÇÃO VOLKSWAGEM#SÃO PAULO#BRASIL
FUNDAMENTO#SÃO PAULO#BRASIL
FUNDEPE#SÃO PAULO#BRASIL
GAIA#SÃO PAULO#BRASIL
GAMMA#SÃO PAULO#BRASIL
GARAMOND&GARAMOND#SÃO PAULO#BRASIL
GAUDÍ#SÃO PAULO#BRASIL
GEOFRAF DIDÁTICA#SÃO PAULO#BRASIL
GEOMAPAS#SÃO PAULO#BRASIL
GIDEÕES#SÃO PAULO#BRASIL
GIRASSOL#SÃO PAULO#BRASIL
GLOBAL#SÃO PAULO#BRASIL
GLOBO#SÃO PAULO#BRASIL
GOVERNO FEDERAL#DISTRITO FEDERAL#BRASIL
GOVERNO PARALELO #SÃO PAULO#BRASIL
GRAPHIA#RIO DE JANEIRO#BRASIL
GROUND#SÃO PAULO#BRASIL
GUANABARA KOOGAN#RIO DE JANEIRO#BRASIL
GUDÍ#SÃO PAULO#BRASIL
HARBA#SÃO PAULO#BRASIL
HARLEQUIN BOOKS#RIO DE JANEIRO#BRASIL
HEDRA#SÃO PAULO#BRASIL
HEMUS#SÃO PAULO#BRASIL
HGF#PARANÁ#BRASIL
HGN PRODUÇÕES##BRASIL
HUCITEC#SÃO PAULO#BRASIL
HUMANO#                                                                                                                                                                       SÃO PAULO#BRASIL
IBEP#SÃO PAULO #BRASIL
IBGE#RIO DE JANEIRO#BRASIL
ÍCONE#SÃO PAULO#BRASIL
ILUMINURAS#SÃO PAULO#BRASIL
IMAGO#RIO DE JANEIRO#BRASIL
IMPALA#SÃO PAULO#BRASIL
IMPRENSA OFICIAL#SÃO PAULO#BRASIL
IMPRENSA UNIVERIO GRANDE DO SULITÁRIA#SANTA CATARINA#BRASIL
IMPRES#SÃO PAULO#BRASIL
INFOCUS#SÃO PAULO#BRASIL
INSTITUTO CIÊNCIAS HOJE#RIO DE JANEIRO#BRASIL
INTELLIGENCE#SÃO PAULO#BRASIL
IRACEMA#SÃO PAULO#BRASIL
ITATIAIA#MINAS GERAIS#BRASIL
J. QUADROS#SÃO PAULO#BRASIL
JATI#SÃO PAULO#BRASIL
JORGE ZAHAR EDITOR#RIO DE JANEIRO#BRASIL
JOSÉ OLYMPIO#RIO DE JANEIRO#BRASIL
JPA#SÃO PAULO#BRASIL
JPN#SÃO PAULO#BRASIL
KLICK#SÃO PAULO#BRASIL
KOMEDI#SÃO PAULO#BRASIL
KRO ART#SÃO PAULO#BRASIL
KUARUP#RIO GRANDE DO SUL#BRASIL
KUMON#SÃO PAULO#BRASIL
L & M#RIO GRANDE DO SUL#BRASIL
LACERDA#RIO DE JANEIRO#BRASIL
LAFONTE#SÃO PAULO#BRASIL
LANDY#SÃO PAULO#BRASIL
LAROUSSE JÚNIOR#SÃO PAULO#BRASIL
LAZULI#SÃO PAULO#BRASIL
LÊ#MINAS GERAIS#BRASIL
LEITURA#MINAS GERAIS#BRASIL
LENDO E APRENDENDO#RIO DE JANEIRO#BRASIL
LETRAS & LETRAS#SÃO PAULO#BRASIL
LETRAS BRASILEIRAS#SANTA CATARINA#BRASIL
LETRAS DO VALE#SÃO PAULO#BRASIL
LETRAS E ARTES#RIO DE JANEIRO#BRASIL
LETRAS E EXPRESSÕES#RIO DE JANEIRO#BRASIL
LGE#DISTRITO FEDERAL#BRASIL
LI-BRA#SÃO PAULO#BRASIL
LINARTH#PARANÁ#BRASIL
LÍNGUA GERAL#RIO DE JANEIRO#BRASIL
LITERATURA EM MINHA CASA#SÃO PAULO#BRASIL
LIVRARIA MARTINS#SÃO PAULO#BRASIL
LIVRARIA SARAIVA#SÃO PAULO#BRASIL
LIVRE MERCADO#SÃO PAULO#BRASIL
LJE#RIO DE JANEIRO#BRASIL
LOG ON#SÃO PAULO#BRASIL
LOPES#RIO DE JANEIRO#BRASIL
LORENA##
LOYOLA#SÃO PAULO#BRASIL
LPM#RIO GRANDE DO SUL#BRASIL
LTC#RIO DE JANEIRO#BRASIL
LUZEIRO#SÃO PAULO#BRASIL
M. B. COMPANY#SÃO PAULO #BRASIL
MALTESE#SÃO PAULO#BRASIL
MANATI#RIO DE JANEIRO#BRASIL
MANOLE#SÃO PAULO#BRASIL
MAPAS E GUIAS LTDA#SÃO PAULO#BRASIL
MARANTA#SÃO PAULO#BRASIL
MARCO ZERO#SÃO PAULO#BRASIL
MARTIN CLARET#SÃO PAULO#BRASIL
MARTINS FONTES#SÃO PAULO#BRASIL
MARY E ELIARDO FRANÇA/ZIT EDITORA#MINAS GERAIS#BRASIL
MASSANGANA#PERNAMBUCO#BRASIL
MAURÍCIO DE SOUSA#SÃO PAULO#BRASIL
MAZA EDIÇÕES#MINAS GERAIS#BRASIL
MCGRAW-HILL#SÃO PAULO#BRASIL
MEC#BRASÍLIA#BRASIL
MEDIAÇÃO#RIO GRANDE DO SUL#BRASIL
MEGAMAPAS#SÃO PAULO#BRASIL
MELHORAMENTOS#SÃO PAULO#BRASIL
MELO#PARANÁ#BRASIL
MERCADO ABERTO#RIO GRANDE DO SUL#BRASIL
MERCADO DE LETRAS#SÃO PAULO#BRASIL
MERCÚRYO#SÃO PAULO#BRASIL
MESTRE JOU#SÃO PAULO#BRASIL
MICHALANY LTDA#SÃO PAULO#BRASIL
MIGUILIM#MINAS GERAIS#BRASIL
MINISTÉRIO  DA EDUCAÇÃO#BRASÍLIA#BRASIL
MINISTÉRIO DA SAÚDE#DISTRITO FEDERAL#BRASIL
MODERNA#SÃO PAULO#BRASIL
MÓDULO#PARANÁ#BRASIL
MTRÊS COMUNICAÇÕES#SÃO PAULO#BRASIL
MUCÉDULA & CIA##
MULTIMAPAS#SÃO PAULO#BRASIL
MUNDO CRISTÃO#SÃO PAULO#BRASIL
MUNDO MIRIM#SÃO PAULO#BRASIL
MUSA#SÃO PAULO#BRASIL
MY BOOK OF BIBLE STORIES#SÃO PAULO#BRASIL
NACIONAL#SÃO PAULO#BRASIL
NANKIN#SÃO PAULO#BRASIL
NEW YORK#SÃO PAULO#BRASIL
NOBEL#SÃO PAULO#BRASIL
NOOVHA AMERICA#SÃO PAULO#BRASIL
NÓRDICA#RIO DE JANEIRO#BRASIL
NOSSO BRASIL##BRASIL
NOVA ALEXANDRIA#SÃO PAULO#BRASIL
NOVA AMÉRICA#SÃO PAULO#BRASIL
NOVA CENTRAL#SÃO PAULO#BRASIL
NOVA CULTURAL#SÃO PAULO#BRASIL
NOVA DIDÁTICA#PARANÁ#BRASIL
NOVA ÉPOCA#SÃO PAULO#BRASIL
NOVA ESPIRAL#SÃO PAULO#BRASIL
NOVA FRONTEIRA#RIO DE JANEIRO#BRASIL
NOVA REPÚBLICA#MINAS GERAIS#BRASIL
NOVO BRASIL #SÃO PAULO#BRASIL
NOVO CONTINENTE#SÃO PAULO#BRASIL
NÚCLEO#SÃO PAULO#BRASIL
O LUTADOR#MINAS GERAIS#BRASIL
O SOL#MINAS GERAIS#BRASIL
OBELISCO#SÃO PAULO#BRASIL
OBJETIVA#RIO DE JANEIRO#BRASIL
OBMEP#SÃO PAULO #BRASIL
OLYMPIO#RIO DE JANEIRO#BRASIL
ON LINE#SÃO PAULO#BRASIL
ÔZÉ#SÃO PAULO#BRASIL
PÁGINA ABERTA#SÃO PAULO#BRASIL
PAINEIRAS ARTES GRÁFICAS#SÃO PAULO#BRASIL
PAIS & FILHOS#MATO GROSSO DO SUL#BRASIL
PAISAGEM#RIO DE JANEIRO#BRASIL
PALLAS#RIO DE JANEIRO#BRASIL
PANDA BOOKS#SÃO PAULO#BRASIL
PANINI BRASIL#SÃO PAULO#BRASIL
PAPIRUS#SÃO PAULO#BRASIL
PARÁBOLA#SÃO PAULO#BRASIL
PAULINAS#SÃO PAULO#BRASIL
PAULUS#SÃO PAULO#BRASIL
PAVIO#RIO DE JANEIRO#BRASIL
PAZ E TERRA#SÃO PAULO#BRASIL
PDE#BRASÍLIA#BRASIL
PEIROPOLIS#RIO DE JANEIRO#BRASIL
PERSPECTIVA#SÃO PAULO#BRASIL
PETRÓPOLIS#SÃO PAULO#BRASIL
PHORTE#SÃO PAULO#BRASIL
PI BOOKS#SÃO PAULO#BRASIL
PIERON#SÃO PAULO#BRASIL
PINAKOTHEKE#RIO DE JANEIRO#BRASIL
PIXEL MEDIA#RIO DE JANEIRO#BRASIL
PLANETA#SÃO PAULO#BRASIL
PLANETA BARSA#SÃO PAULO#BRASIL
PLANETA JOVEM#SÃO PAULO#BRASIL
PLEXUS#SÃO PAULO#BRASIL
PONTES#SÃO PAULO#BRASIL
POSITIVO#SÃO PAULO#BRASIL
PREFEITURA DE AMERICANA#SÃO PAULO#BRASIL
PRESIDENCIA DA REPUBLICA#DISTRITO FEDERAL#BRASIL
PRESTÍGIO EDITORIAL#RIO DE JANEIRO#BRASIL
PRINCÍPIO#SÃO PAULO#BRASIL
PRINT HOUSE#SÃO PAULO#BRASIL
PROJETO#RIO GRANDE DO SUL#BRASIL
PROJETO COMUNICAÇÃO#PARANÁ#BRASIL
PRUMO#SÃO PAULO#BRASIL
PUBLIFOLHA#SÃO PAULO#BRASIL
QUARTET#RIO DE JANEIRO#BRASIL
QUINTETO EDITORIAL#SÃO PAULO#BRASIL
QUÓRUM#RIO DE JANEIRO#BRASIL
RBB#SÃO PAULO#BRASIL
REAL#SÃO PAULO#BRASIL
RECORD#RIO DE JANEIRO #BRASIL
REVAN#RIO DE JANEIRO#BRASIL
REVISTA DO BRASIL#SÃO PAULO#BRASIL
RHJ#MINAS GERAIS#BRASIL
RIANI COSTA#SÃO PAULO#BRASIL
RICHMOND#SÃO PAULO#BRASIL
RIDEEL#SÃO PAULO#BRASIL
RIOGRÁFICA#RIO DE JANEIRO#BRASIL
RJ MARTINELLI#SÃO PAULO#BRASIL
ROCA#SÃO PAULO#BRASIL
ROCCO#RIO DE JANEIRO#BRASIL
RODA&CIA#SÃO PAULO#BRASIL
ROSARI#SÃO PAULO#BRASIL
SÁ#SÃO PAULO#BRASIL
SABARÁ#MINAS GERAIS#BRASIL
SABIDA#SANTA CATARINA#BRASIL
SALAMANDRA#SÃO PAULO#BRASIL
SALESIANAS#SÃO PAULO#BRASIL
SANTACLARA#MINAS GERAIS#BRASIL
SANTUÁRIO##BRASIL
SÃO CRISTÓVÃO#RIO GRANDE DO SUL#BRASIL
SARAIVA#SÃO PAULO#BRASIL
SCIPIONE#SÃO PAULO#BRASIL
SCRITTA#SÃO PAULO#BRASIL
SE/CENP#SÃO PAULO#BRASIL
SECRETARIA DE EDUCAÇÃO DE SÃO PAULO#SÃO PAULO#BRASIL
SÉCULO FUTURO#RIO DE JANEIRO#BRASIL
SEED EDITORIAL#SÃO PAULO#BRASIL
SENAC#SÃO PAULO#BRASIL
SÉRIE TEXTOS BÁSICOS#BRASÍLIA#BRASIL
SESANTA CATARINA SÃO PAULO#SÃO PAULO#BRASIL
SESI#SÃO PAULO#BRASIL
SICILIANO#SÃO PAULO#BRASIL
SINGULAR#RIO DE JANEIRO#BRASIL
SIVADI#SANTA CATARINA#BRASIL
SM#SÃO PAULO#BRASIL
SOCIEDADE LITERÁRIA#RIO DE JANEIRO#BRASIL
SOL EDITORA#SÃO PAULO#BRASIL
SOPHOS#SANTA CATARINA#BRASIL
SPECULUM#SÃO PAULO#BRASIL
SPHERA#SÃO PAULO#BRASIL
SPRINT#RIO DE JANEIRO#BRASIL
STARKE DESIGN#SANTA CATARINA#BRASIL
STUDIO NOBEL#SÃO PAULO#BRASIL
STUDIOMA EDITORA#SÃO PAULO#BRASIL
STVBT#SÃO PAULO#BRASIL
SUDAMERIS#SÃO PAULO#BRASIL
SUMMUS EDITORIAL#SÃO PAULO#BRASIL
SUPPA #SÃO PAULO#BRASIL
TASCHEN#RIO DE JANEIRO#BRASIL
THE TIMES#NOVA YORK#ESTADOS UNIDOS
TODOLIVRO#SANTA CATARINA#BRASIL
TORMONT#HONG KONG#CHINA
TOTALIDADE#SÃO PAULO#BRASIL
TRÊS#SÃO PAULO#BRASIL
TRÊS LIVROS E FASCÍCULOS#SÃO PAULO#BRASIL
TRIESTE#SÃO PAULO#BRASIL
UNESP#SÃO PAULO#BRASIL
UNICAMP#SÃO PAULO #BRASIL
UNICEF#SÃO PAULO#BRASIL
UNIDAS#SÃO PAULO#BRASIL
UNIJUÍ#RIO GRANDE DO SUL#BRASIL
UNO#SÃO PAULO#BRASIL
VALE DAS LETRAS#SANTA CATARINA#BRASIL
VERBO DIVINO##ESPANHA
VERVI#SÃO PAULO#BRASIL
VIA LITTERARUM#BAHIA#BRASIL
VIDA MELHOR#RIO DE JANEIRO#BRASIL
VIGÍLIA#MINAS GERAIS#BRASIL
VILLA RICA#MINAS GERAIS#BRASIL
VISOR#SÃO PAULO#BRASIL
VITAE#SÃO PAULO#BRASIL
VITÓRIA#SÃO PAULO#BRASIL
VOZES#SÃO PAULO#BRASIL
W KIDS#SÃO PAULO#BRASIL
WAK#RIO DE JANEIRO#BRASIL
WORD BOOK#SÃO PAULO#BRASIL
ZAHAR EDITORES#RIO DE JANEIRO#BRASIL
ZEUS#RIO DE JANEIRO#BRASIL
